primary_promoter_window_width_bp	primary_minimum_ATAC_overlap_bp	sensitivity_promoter_window_width_bp	sensitivity_minimum_ATAC_overlap_bp	rank_by_putative_loop_count	gene_id	gene_symbol	n_gained_putative_loops	n_5kb_putative_loops	n_10kb_putative_loops	n_25kb_putative_loops
2001	50	4001	50	244	ENSRNOG00000003601	Degs1l2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000001106	Denr	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000023465	Depp1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000002635	Dexi	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000001796	Dgkg	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000025648	Dhrs7l1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000004549	Dhx40	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000018247	Dhx58	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000004789	Diexf	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000019407	Dmap1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000016284	Dmrt3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000012851	Dnajc5b	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000064796	Dnmt3c	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000015894	Dock8	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000011969	Dock9	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000020045	Drgx	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000017395	Duox2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000017805	Duoxa2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000007221	Dut	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000029273	E2f3	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000032693	ENSRNOG00000032693	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000062597	ENSRNOG00000062597	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000062802	ENSRNOG00000062802	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000062837	ENSRNOG00000062837	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000062863	ENSRNOG00000062863	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000063028	ENSRNOG00000063028	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000063363	ENSRNOG00000063363	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000063463	ENSRNOG00000063463	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000063703	ENSRNOG00000063703	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000064050	ENSRNOG00000064050	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000064094	ENSRNOG00000064094	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000064118	ENSRNOG00000064118	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000064176	ENSRNOG00000064176	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000064410	ENSRNOG00000064410	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000064683	ENSRNOG00000064683	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000064858	ENSRNOG00000064858	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000064923	ENSRNOG00000064923	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000065024	ENSRNOG00000065024	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000065041	ENSRNOG00000065041	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000065111	ENSRNOG00000065111	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000065409	ENSRNOG00000065409	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000065414	ENSRNOG00000065414	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000065450	ENSRNOG00000065450	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000065578	ENSRNOG00000065578	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000065873	ENSRNOG00000065873	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000066023	ENSRNOG00000066023	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000066293	ENSRNOG00000066293	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000066578	ENSRNOG00000066578	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000066780	ENSRNOG00000066780	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000066864	ENSRNOG00000066864	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000066906	ENSRNOG00000066906	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000066935	ENSRNOG00000066935	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000066945	ENSRNOG00000066945	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000066981	ENSRNOG00000066981	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000067245	ENSRNOG00000067245	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000067268	ENSRNOG00000067268	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000067729	ENSRNOG00000067729	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000068140	ENSRNOG00000068140	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000068255	ENSRNOG00000068255	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000068335	ENSRNOG00000068335	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000068419	ENSRNOG00000068419	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000068528	ENSRNOG00000068528	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000068718	ENSRNOG00000068718	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000068753	ENSRNOG00000068753	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000068781	ENSRNOG00000068781	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000069163	ENSRNOG00000069163	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000069217	ENSRNOG00000069217	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000069576	ENSRNOG00000069576	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000069703	ENSRNOG00000069703	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000069771	ENSRNOG00000069771	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000069861	ENSRNOG00000069861	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000069893	ENSRNOG00000069893	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000070527	ENSRNOG00000070527	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000070700	ENSRNOG00000070700	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000070936	ENSRNOG00000070936	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000071037	ENSRNOG00000071037	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000071195	ENSRNOG00000071195	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000007408	Ebf4	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000014368	Eif4g3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000028176	Elmod2	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000009482	Emx2	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000002262	Enoph1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000030285	Epha3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000017839	Ercc1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000018974	Ern2	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000005343	Esr2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000001785	Etv5	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000001589	Evx2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000008523	Faf1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000013223	Fah	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000014886	Fam107b	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000023008	Fam131c	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000017408	Fam160a2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000014305	Fbxo42	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000058497	Fdxr	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000020899	Fgf19	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000005347	Fjx1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000050780	Fpgs	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000007764	Frmd4b	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000016189	Frmd5	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000014678	Fzd5	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000050123	Gdf5	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000017438	Gfra1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000019857	Gng7	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000046085	Gon7	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000004613	Gpm6b	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000039832	Gpr12	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000012628	Gpr18	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000030318	Gpr83	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000013894	Gpr87	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000053577	Gramd1b	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000003616	Grem2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000003280	Grin2c	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000039325	Grxcr2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000016703	Gtf2a1l	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000009440	Gucy1b2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000062678	H19	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000031263	Haao	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000049949	Hapln4	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000018646	Hbegf	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000000604	Hdac2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000002270	Hnrnpdl	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000019507	Hnrnpul2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000057061	Hoxa13	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000031406	Hps3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000039336	Hrct1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000013042	Htr1b	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000052519	Ift70a2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000014187	Igf1r	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000001525	Igsf11	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000017376	Il21	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000014320	Inhba	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000008144	Irf1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000070206	Irf2bp2	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000011533	Irx3	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000004751	Jkamp	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000046949	Kcnb1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000067416	Kcnd2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000054314	Kcng1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000059005	Kcnj1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000033796	Kcnj5	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000009265	Kcnk9	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000021137	Kctd15	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000013729	Kiaa1549	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000014087	Kifc3	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000016885	Klf6	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000046242	Klf7	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000004022	Klhdc9	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000007124	Krcc1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000012544	Krtap3-1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000019848	LOC100910882	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000070852	LOC102551319	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000065613	LOC102556715	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000000376	LOC108349010	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000066677	LOC120093490	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000070179	LOC120093493	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000064830	LOC120093899	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000052214	LOC120093902	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000053801	LOC120093962	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000067888	LOC120093982	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000059831	LOC120094432	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000061501	LOC120094905	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000059300	LOC120095414	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000061671	LOC120095458	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000057066	LOC120095735	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000060275	LOC120095787	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000053579	LOC120097196	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000053224	LOC120097655	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000060263	LOC120097665	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000053627	LOC120097977	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000051427	LOC120097999	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000057268	LOC120098001	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000068016	LOC120098582	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000061755	LOC120100355	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000054845	LOC120100446	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000067383	LOC120100481	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000067158	LOC120100492	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000059800	LOC120101334	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000061565	LOC120101361	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000055839	LOC120101362	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000066196	LOC120101636	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000057217	LOC120101933	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000061392	LOC120101945	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000057181	LOC120102010	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000069671	LOC120102122	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000064686	LOC120102650	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000053414	LOC120102674	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000057142	LOC120102688	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000069228	LOC120103380	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000065746	LOC134478878	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000000164	Lamp2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000059166	Ldb3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000060325	Lefty2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000003217	Lgals3bp	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000005093	Lgr6	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000016712	Lhcgr	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000014153	Lhfpl6	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000051192	Lhfpl7	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000017193	Lingo1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000049161	Lipj	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000030389	Lrrc30	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000002129	Lrrc8b	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000043105	Lyrm2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000015445	Mal	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000009035	Malsu1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000011841	Map2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000014013	Map4k4	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000012982	Map9	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000005133	Mapt	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000002339	Mark1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000011271	Mcc	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000013293	Mccc1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000016327	Mcee	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000014336	Mcm5	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000001440	Mdh2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000004606	Meis1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000001739	Meltf	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000060497	Metazoa_SRP	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000063046	Metazoa_SRP	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000016210	Mical2	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000042524	Milr1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000035499	Mir124-2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000035571	Mir133b	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000035530	Mir192	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000046587	Mir193b	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000035588	Mir194-2	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000049532	Mir2861	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000035623	Mir34a	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000047135	Mir365-1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000036562	Mir374b	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000035546	Mir421	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000036265	Mir488	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000062864	Mir9-2hg	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000018938	Mkx	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000010507	Mmp7	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000033970	Moap1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000003226	Mprip	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000043267	Mrm2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000005382	Mroh4	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000002569	Mrps14	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000059381	Mrps6	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000064777	Msantd1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000005602	Mthfd1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000047329	Mtif3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000070811	Mtif3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000010748	Mtus1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000003336	Mybph	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000046276	Myh3	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000016983	Myh7	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000030848	Myl2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000047786	NEWGENE	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000016936	Nadk	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000042978	Ncald	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000005616	Ncoa3	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000020602	Ndufa13	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000006403	Nectin1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000017610	Nedd4l	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000046492	Nemp1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000004505	Nfic	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000007390	Nfkbia	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000010282	Ninj2	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000063464	Nme2-ps8	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000003260	Nr1i3	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000004004	Nrde2	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000003650	Nt5c	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000018674	Ntrk3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000018564	Nup93	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000042658	Nxnl1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000027847	Nxpe2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000027109	Odf3l1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000003359	Ogt	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000021988	Olfr225	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000015652	Or13e8	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000066545	Or13j1	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000065272	Or2h1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000043481	Or2h2	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000066651	Or5a3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000001336	Orai1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000022807	Pced1b	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000014779	Pdcd4	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000001312	Pdgfa	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000008161	Pdzk1ip1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000050932	Pfdn4	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000060431	Pfpl	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000047279	Pga5	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000014668	Phaf1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000002171	Phldb2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000055259	Phldb3	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000002821	Phlpp1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000029735	Pid1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000014866	Pign	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000021068	Pip5k1a	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000012095	Pkia	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000016647	Pla2g2c	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000024904	Pla2g4e	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000011263	Plac9	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000015932	Plgrkt	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000013072	Plxna4	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000014231	Pnoc	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000012495	Podxl	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000016960	Polr3e	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000001449	Pom121	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000018851	Ppp2r2b	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000018446	Prap1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000000323	Prdm1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000045553	Proser2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000007114	Psma6	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000056853	Psma7	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000010325	Ptger3	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000027839	Ptk2b	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000003267	Pycr2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000046473	Qrfp	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000025254	Qrich2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000067468	RGD1562811	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000047706	RT1-CE2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000006661	Rad51c	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000004630	Rag1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000053859	Ranbp6	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000014316	Rapgef1	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000059961	Rapgef3	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000004917	Rasal2	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000003348	Rasd1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000049814	Rbm39	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000003283	Rcsd1	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000019046	Reg4	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000015508	Relch	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000001840	Rep15	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000021012	Rfx5	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000025551	Rgs22	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000010131	Rin2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000000123	Rnf19b	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000006087	Rnf20	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000069731	Rnu6-1297	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000057183	Rnu6-212	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000061288	Rnu6-630	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000070824	Rnu6-891	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000066047	Rpl38	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000068097	Rpl9-ps20	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000033913	Rps12l3	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000018320	Rps15a	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000013194	Rps6ka2	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000001315	Rsph14	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000029893	Rwdd3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000026116	Sall3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000023549	Samd5	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000004409	Sash3	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000037409	Scimp	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000053122	Scn1a	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000024711	Sdk2	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000005229	Sec16b	1	0	0	1
2001	50	4001	50	244	ENSRNOG00000016254	Sema4c	1	1	0	0
2001	50	4001	50	244	ENSRNOG00000004033	Sema6a	1	0	1	0
2001	50	4001	50	244	ENSRNOG00000007687	Sema7a	1	1	0	0
